grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,log_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,class
0,1,128,35,1242,1266,161374,161506,731,731.6580290739078,0,0,0,0,0,2
1,0,90,101,1569,1577,2613797,2613290,319,319.9898185762735,0,0,0,0,0,2
0,1,142,45,1318,1328,2166176,2165132,304,304.2800852334608,0,0,0,0,0,1
1,0,129,66,790,802,2886677,2887513,209,209.0223136121135,0,0,0,0,0,2
1,0,139,124,1206,1217,1802490,1802414,347,347.0522461572116,0,0,0,0,0,2
1,0,71,67,22,27,1312818,1311886,236,236.71000909012594,0,1,0,0,0,1
0,1,128,35,41,218,2897890,2897153,6783,6783.901311702043,0,0,1,0,0,1
0,1,119,41,735,798,77919,78487,2526,2526.7372584677228,0,0,1,0,0,1
1,0,132,61,105,123,1046016,1046327,239,239.80007463515733,0,0,0,0,0,1
1,0,125,197,223,246,3947702,3948090,723,723.9102037265552,0,0,0,0,0,1
1,0,131,120,1248,1257,1778259,1778668,283,283.663824273135,0,0,0,0,0,2
1,0,122,75,34,42,1822634,1821954,247,247.6947882272589,0,1,0,0,0,1
1,0,166,67,149,170,5714932,5713792,284,284.1937360243562,0,0,0,0,0,1
1,0,134,60,1393,1403,92618,93003,398,398.9553879602942,0,0,0,0,0,1
0,1,147,36,60,68,2014256,2013864,247,247.93740053404426,0,0,0,0,0,1
0,1,104,44,235,350,99299,98194,3441,3441.6392590659575,0,0,1,0,0,1
0,1,160,39,42,193,1736566,1736700,11357,11357.574839899624,0,0,1,0,0,1
1,0,122,73,43,54,67260,66685,572,572.8092375137026,0,1,0,0,0,1
0,1,163,41,5,228,344425,344742,25592,25592.73246799053,0,0,1,0,0,1
0,1,134,54,4,777,18824,18544,14416,14416.043887976122,0,0,1,0,0,1
0,1,142,221,521,549,187785,187352,1092,1092.3941516898976,0,0,0,0,0,2
0,1,127,44,45,210,2598401,2599468,6047,6047.75092314928,0,0,1,0,0,1
0,1,140,41,46,190,2194451,2193260,10213,10213.766421423648,0,0,1,0,0,1
1,0,162,70,148,157,128397,127616,299,299.18953175953897,0,0,0,0,0,2
0,1,137,37,128,140,2377039,2378139,2652,2652.832017360969,1,0,0,0,0,1
0,1,141,45,39,196,2358323,2356771,8981,8981.463199327982,0,0,1,0,0,1
1,0,172,70,577,589,1582533,1582231,315,315.97585184519795,0,0,0,0,0,1
0,1,145,39,790,1316,3544945,3544655,8447,8447.198243078059,0,0,0,0,0,1
0,1,130,36,41,217,2777014,2775643,6259,6259.2958738746365,0,0,1,0,0,1
0,1,142,54,1278,1281,1708959,1709145,197,197.92999113066827,0,0,0,1,0,1
1,0,149,79,1088,1103,3813531,3814126,308,308.39596355646677,0,0,0,0,0,1
0,1,137,43,39,213,1029135,1030206,15026,15026.438306496468,0,0,1,0,0,1
0,1,178,36,927,934,551745,552796,188,188.3744576919037,0,0,1,0,0,1
0,1,121,47,1355,1360,4807441,4807456,334,334.3384025785426,0,0,0,0,0,1
0,1,135,45,98,174,728624,729560,2461,2461.1090196392215,0,0,1,0,0,1
1,0,122,82,1070,1088,3203978,3204515,369,369.2939615516305,0,0,0,0,0,1
0,1,147,122,1160,1170,2124309,2125801,183,183.4939669593186,1,0,0,0,0,1
0,1,135,44,78,217,7818357,7818607,3944,3944.334418583655,0,0,1,0,0,1
0,1,138,40,390,397,695790,695596,313,313.34809361326444,0,0,0,0,0,2
1,0,123,69,816,823,3097279,3097451,295,295.6408902503136,0,0,0,0,0,2
1,0,140,98,38,49,735955,736575,198,198.52354032434695,0,0,0,0,0,1
1,0,142,79,1067,1084,3029581,3029198,356,356.54042559867025,0,0,0,0,0,1
1,0,145,74,31,59,1773214,1771893,504,504.55770475450674,0,1,0,0,0,1
0,1,127,45,871,1109,949523,949550,1802,1802.18657348342,0,0,0,0,0,2
0,1,147,38,42,205,1576742,1575625,11070,11070.48348116731,0,0,1,0,0,1
1,0,130,140,481,490,1134719,1135063,411,411.51560033395117,0,0,0,0,0,1
0,1,207,36,467,474,28001,28539,342,342.2936428009326,0,0,1,0,0,1
0,1,159,47,980,981,1311729,1311524,211,211.22833905588965,0,0,0,1,0,1
0,1,132,35,43,213,1853813,1853877,6642,6642.34278024164,0,0,1,0,0,1
1,0,167,72,1069,1083,1539149,1539882,309,309.92927933576766,0,0,0,0,0,2
0,1,137,37,39,216,2363939,2363972,6492,6492.888932839961,0,0,1,0,0,1
0,1,150,43,40,202,1912543,1912710,13042,13042.18643919983,0,0,1,0,0,1
0,1,126,303,248,276,165064,164799,926,926.8776425116766,0,0,0,0,0,2
1,0,140,66,217,253,764388,764220,1208,1208.4292048496097,0,1,0,0,0,1
0,1,132,145,672,687,491056,492673,1211,1211.2466684497458,1,0,0,0,0,1
0,1,122,44,501,520,30791,30880,240,240.9114481983427,0,0,1,0,0,1
1,0,150,73,1030,1042,638589,639061,404,404.1638356719017,0,0,0,0,0,2
0,1,193,45,1223,1228,269723,270678,237,237.3880274224795,0,0,1,0,0,1
0,1,155,43,1316,1323,2395798,2395912,328,328.38537026229966,0,0,0,0,1,1
0,1,129,35,1290,1303,3205337,3205196,421,421.8407281591707,0,0,0,0,0,2
0,1,105,40,1316,1334,3148809,3148715,837,837.9837242599021,0,0,1,0,0,1
0,1,161,180,63,75,424693,424692,320,320.6815805169377,0,0,0,0,0,2
0,1,128,42,42,226,4359437,4359844,6390,6390.180228762551,0,0,1,0,0,1
0,1,135,42,1039,1052,603033,603326,223,223.55574863326365,0,0,0,0,0,1
1,0,99,85,0,19,990375,989380,1480,1480.3756283202256,0,0,0,0,0,2
0,1,132,45,1179,1210,70668,71261,288,288.62900810464157,0,0,0,0,0,2
0,1,113,41,80,119,1259584,1258618,437,437.9770690253946,0,0,0,0,0,2
1,0,107,64,1633,1644,2097666,2097302,75,75.82323990265478,0,0,0,0,0,1
0,1,138,198,371,392,228546,229322,895,895.225721993205,0,0,0,0,0,1
0,1,136,44,44,194,1447918,1447603,12270,12270.985268191864,0,0,1,0,0,1
1,0,147,74,513,523,257949,258236,375,375.59809849453524,0,0,0,0,0,1
1,0,139,66,1081,1092,699880,698743,343,343.00686142463746,0,0,0,0,0,1
0,1,157,152,439,458,1121512,1119806,628,628.9603685775575,0,0,0,0,0,2
1,0,109,82,0,22,843661,844078,1824,1824.3941146990214,0,0,0,0,0,2
0,1,143,38,46,202,632262,632951,6169,6169.92551125509,0,0,1,0,0,1
1,0,155,95,124,144,1477588,1478633,109,109.63488677636182,0,0,0,0,0,2
0,1,137,38,41,199,2203866,2205273,5817,5817.901784606256,0,0,1,0,0,1
0,1,125,36,1296,1308,4046190,4047161,308,308.6104816151654,0,0,0,0,0,2
1,0,159,71,336,350,5683789,5682826,113,113.15403999773402,1,0,0,0,0,1
0,1,120,36,48,218,1760761,1761293,6794,6794.241438553274,0,0,1,0,0,1
0,1,142,41,405,420,761984,762027,291,291.8471162141446,0,0,0,0,0,2
1,0,150,75,195,213,1671647,1670317,148,148.6470796780969,0,1,0,0,0,1
1,0,131,97,1332,1339,4269668,4269398,255,255.94718387340237,1,0,0,0,0,1
1,0,112,82,1064,1085,3421578,3421646,365,365.9326910436296,0,0,0,0,0,1
0,1,177,196,133,141,106793,106176,171,171.1296556039018,0,0,0,0,0,2
1,0,143,75,1168,1172,2015476,2015954,154,154.65775804451025,0,0,0,0,0,2
0,1,139,43,40,197,1470399,1470482,13972,13972.625037089882,0,0,1,0,0,1
0,1,96,221,290,310,37041,36465,1078,1078.5880048586948,0,0,0,0,0,2
1,0,138,140,835,860,277273,275610,362,362.8654049516324,0,0,0,0,0,2
0,1,138,47,490,493,1622410,1622655,221,221.18660978301358,0,0,0,1,0,1
0,1,129,90,1579,1589,814666,816250,562,562.100209003418,1,0,0,0,0,1
1,0,141,76,1069,1086,3159684,3160423,430,430.7440990010115,0,0,0,0,0,1
0,1,144,40,45,187,2112517,2111649,9571,9571.131110038898,0,0,1,0,0,1
0,1,146,40,20,151,2278939,2279698,37392,37392.672970374435,0,0,0,0,0,2
0,1,128,36,83,210,7318292,7318593,4093,4093.206126901129,0,0,1,0,0,1
0,1,131,43,49,186,270786,270057,4083,4083.5631078482893,0,0,1,0,0,1
0,1,143,48,690,696,910042,910017,281,281.868700234372,0,0,0,1,0,1
1,0,101,70,23,35,2097791,2096933,99,99.83435539521031,0,1,0,0,0,1
0,1,127,37,40,214,2730541,2729402,6281,6281.974083449617,0,0,1,0,0,1
1,0,144,63,53,91,1081547,1082215,910,910.1431160522368,0,0,0,0,0,1
0,1,137,35,44,192,1700107,1700690,13293,13293.591281235595,0,0,1,0,0,1
0,1,168,40,1022,1040,754336,755159,546,546.3098799409211,0,0,0,0,0,2
0,1,132,36,42,214,2290236,2290849,6044,6044.848785626438,0,0,1,0,0,1
1,0,117,69,226,245,1302197,1302903,88,88.74157338962677,0,1,0,0,0,1
1,0,127,77,780,822,448310,448401,1223,1223.8923344135198,0,0,0,0,0,2
0,1,135,44,240,402,738581,738297,917,917.8993058389141,0,0,0,0,0,2
0,1,155,36,122,177,909302,908963,772,772.1745785304541,0,1,0,0,0,1
0,1,119,43,37,215,2751973,2750686,6469,6469.171200397991,0,0,1,0,0,1
1,0,159,143,1060,1084,751542,750993,236,236.57617332942525,0,0,0,0,0,2
0,1,151,43,43,192,1647452,1647472,13974,13974.484435455233,0,0,1,0,0,1
0,1,128,130,334,337,1319301,1318273,275,275.33805058743116,0,0,0,0,0,2
0,1,151,42,43,197,2339249,2340166,9469,9469.834788131084,0,0,1,0,0,1
0,1,144,188,1174,1183,60594,61187,335,335.67521142983094,0,0,0,0,0,2
0,1,200,37,326,364,57594,59351,2060,2060.037129577042,0,0,0,0,0,2
0,1,138,225,118,160,263013,263864,3424,3424.6752423514044,0,0,0,0,0,2
0,1,127,36,44,192,509735,508820,5780,5780.251161370809,0,0,1,0,0,1
1,0,134,84,1041,1064,3981195,3982374,375,375.89633301799194,0,0,0,0,0,1
0,1,135,65,300,312,1731952,1732064,306,306.42820406969247,0,0,0,0,0,2
1,0,156,72,35,139,776436,775522,4500,4500.786090593173,0,1,0,0,0,1
0,1,159,37,216,248,1539390,1539192,492,492.10787516680466,0,0,0,0,0,2
0,1,142,65,1580,1593,3160104,3160372,344,344.2741205564748,0,0,0,0,0,2
0,1,108,298,255,269,219278,220386,288,288.95040056469446,0,0,0,0,0,2
0,1,141,41,38,52,3779862,3779910,346,346.95887245005366,0,0,0,0,0,2
0,1,185,39,933,945,613386,611742,58,58.670709739259834,0,0,1,0,0,1
0,1,152,42,48,194,1625590,1626181,12825,12825.324153173126,0,0,1,0,0,1
1,0,153,75,1035,1056,4348378,4347622,338,338.2605979270362,0,0,0,0,0,1
1,0,140,69,123,129,1172387,1172744,333,333.3233420737007,0,1,0,0,0,1
0,1,129,39,1128,1137,11065789,11066517,297,297.72251503554264,0,0,0,0,0,2
1,0,146,200,319,341,5083201,5082251,247,247.544922439422,0,0,0,0,0,2
1,0,131,101,978,990,733348,734218,134,134.72418347380582,0,0,0,0,0,1
0,1,150,35,46,216,1308997,1310863,11364,11364.96835337224,0,0,1,0,0,1
0,1,128,67,1618,1632,3225446,3224724,220,220.44198043393732,0,0,0,0,0,2
0,1,145,43,77,113,1012269,1013367,6731,6731.227907894748,0,0,0,0,0,2
1,0,145,70,1173,1185,1038065,1039047,179,179.80662696021537,0,0,0,0,0,2
0,1,138,51,1256,1276,3874340,3875082,1176,1176.700688742089,1,0,0,0,0,1
1,0,117,56,1377,1389,3467802,3466650,106,106.5899346235162,0,0,0,0,0,2
1,0,129,73,869,881,900199,899901,187,187.70475036305672,0,0,0,0,0,1
0,1,110,176,1192,1205,9128,9374,252,252.52006450058005,0,1,0,0,0,1
0,1,127,71,1,16,646843,645301,592,592.9996193469005,0,0,0,0,0,2
1,0,141,202,1015,1035,3552853,3552604,213,213.10887386335204,0,0,0,0,0,2
1,0,150,62,1086,1099,1635797,1635986,392,392.2795442996484,0,0,0,0,0,1
0,1,113,303,1540,1561,48655,48920,581,581.7630007686608,0,0,0,0,0,2
0,1,143,66,1298,1319,601314,601394,2686,2686.605847603185,0,0,0,0,0,2
1,0,123,72,1458,1468,1928917,1927931,270,270.2627895656978,0,0,0,0,0,1
1,0,139,80,955,966,3680648,3682236,145,145.03783408318662,0,0,0,0,0,1
1,0,135,105,1154,1162,970537,970060,291,291.7253327123182,1,0,0,0,0,1
0,1,112,302,1574,1614,336576,337006,1784,1784.1809388760385,0,0,0,0,0,2
1,0,127,75,759,773,1067484,1066329,406,406.2495475554033,0,0,0,0,0,2
0,1,224,202,1168,1173,19068,17808,168,168.09433835152066,0,0,0,0,0,2
1,0,131,56,749,759,113073,112473,429,429.83658790890536,0,0,0,0,0,1
1,0,181,74,1342,1409,2793669,2794532,440,440.6221267451117,0,0,0,0,0,2
1,0,133,64,657,675,4212495,4212655,439,439.1556391346816,0,0,0,0,0,2
0,1,143,44,769,789,566170,567796,189,189.86223080607166,0,0,0,0,0,2
0,1,134,38,895,906,10344448,10343711,133,133.26371307256136,0,0,0,0,0,1
0,1,136,54,588,590,83263,84249,95,95.11985695338113,0,0,0,1,0,1
0,1,127,305,266,297,493265,493199,2500,2500.9167834839604,0,0,0,0,0,2
1,0,128,75,846,858,407319,407022,110,110.81838803229236,0,0,0,0,0,2
0,1,126,35,44,218,1648187,1647857,6688,6688.517104821966,0,0,1,0,0,1
0,1,153,248,1440,1451,219387,219598,366,366.0854688826923,0,0,0,0,0,2
1,0,158,66,21,30,786619,786156,360,360.9717947204591,1,0,0,0,0,1
0,1,137,37,752,772,337415,336505,278,278.5603477396841,0,0,0,0,0,1
1,0,141,65,383,397,132266,132852,198,198.39707285792133,0,0,0,0,0,1
0,1,142,68,904,908,3283762,3283170,230,230.16523236967325,0,0,0,0,0,2
1,0,121,68,112,120,1470808,1470416,121,121.17260144534457,0,1,0,0,0,1
1,0,115,68,52,72,573598,573002,1144,1144.97479203578,0,1,0,0,0,1
1,0,143,83,253,280,3801028,3802488,507,507.11523760530605,0,0,0,0,0,1
0,1,155,40,280,301,1133461,1132959,518,518.1990489203248,0,0,0,0,0,2
1,0,137,101,1155,1167,477061,476096,82,82.25677249456953,0,0,0,0,0,2
0,1,131,41,44,59,998467,996630,283,283.10476983450366,0,0,1,0,0,1
0,1,139,39,42,228,918716,919177,18084,18084.599543829274,0,0,1,0,0,1
1,0,132,73,99,111,2770612,2769863,90,90.01079376752186,0,0,0,0,0,2
1,0,151,75,632,654,96598,96100,470,470.32601215519975,0,0,0,0,0,1
1,0,131,75,89,105,2023939,2023156,407,407.35813599644916,0,1,0,0,0,1
1,0,142,73,225,241,1658153,1659414,259,259.38438324777826,0,1,0,0,0,1
1,0,97,71,1667,1671,2729636,2730321,270,270.49546688067863,0,0,0,0,0,2
1,0,117,76,1509,1526,881404,879731,439,439.3734887733343,0,0,0,0,0,2
0,1,147,65,375,386,1063701,1063222,172,172.81198288754604,1,0,0,0,0,1
0,1,155,37,145,198,1317069,1316707,755,755.7750568702387,0,1,0,0,0,1
0,1,130,196,100,173,395248,395991,8317,8317.99644053447,0,0,0,0,0,2
0,1,130,70,852,855,1688864,1688772,295,295.61458022850036,0,0,0,0,0,2
0,1,204,43,496,508,169556,169365,153,153.57937538915002,0,0,0,0,0,2
1,0,127,77,1162,1170,2521415,2519800,442,442.0292157282731,0,0,0,0,0,1
0,1,143,41,42,184,65364,65698,4730,4730.887788700278,0,0,1,0,0,1
0,1,133,39,46,182,388291,387578,4107,4107.219711224197,0,0,1,0,0,1
0,1,132,39,149,187,2812198,2812192,361,361.2796603426262,0,0,1,0,0,1
0,1,134,45,581,652,147615,147753,3473,3473.1723859598665,0,0,0,0,0,1
1,0,115,61,15,20,2845074,2844432,195,195.57986614546837,1,0,0,0,0,1
1,0,159,139,1297,1375,1505988,1506020,2179,2179.9260237835356,0,0,0,0,0,2
0,1,98,52,1374,1382,4309224,4310125,186,186.00377042258646,0,0,0,0,0,2
1,0,121,67,140,146,1386443,1386362,187,187.40984324687145,0,1,0,0,0,1
1,0,137,67,323,357,1748508,1747922,364,364.5905357686849,0,1,0,0,0,1
0,1,127,35,42,211,2410161,2410983,5738,5738.790886577168,0,0,0,0,0,2
0,1,134,195,9,22,380097,380680,168,168.33367177111177,0,0,0,0,0,2
0,1,142,54,1255,1262,1332481,1332406,23,23.939099072925316,0,0,0,1,0,1
0,1,152,36,93,152,2583733,2583898,1936,1936.9798522240715,0,0,1,0,0,1
1,0,142,73,339,360,3963122,3963133,375,375.30088177417,0,0,0,0,0,1
0,1,143,36,1152,1162,40339,41814,456,456.85042204336094,0,0,1,0,0,1
0,1,144,36,41,232,1317248,1317383,12314,12314.931616853393,0,0,1,0,0,1
0,1,133,36,23,40,3411045,3411938,400,400.44357422512724,0,0,0,0,0,2
0,1,147,40,88,213,7796476,7798332,3967,3967.20640019,0,0,1,0,0,1
0,1,137,43,46,214,2565996,2566988,6108,6108.355800415567,0,0,1,0,0,1
1,0,104,77,3,8,110907,110736,361,361.4194701461981,0,0,0,0,0,2
0,1,146,45,490,496,847693,848383,217,217.99953645396855,0,0,0,1,0,1
0,1,188,37,900,911,898816,898340,148,148.02053853001996,0,0,1,0,0,1
0,1,125,41,1218,1228,364588,365655,468,468.12805040342835,0,0,0,0,0,1
0,1,129,46,394,402,2513216,2514126,356,356.949552705583,0,0,0,0,0,1
0,1,126,94,1644,1659,1809781,1810489,688,688.7696692571188,1,0,0,0,0,1
0,1,138,37,45,223,563555,565134,18175,18175.398004585684,0,0,1,0,0,1
1,0,120,100,448,793,4569357,4568607,4395,4395.084614042678,0,0,0,0,0,2
0,1,146,36,42,198,499059,497654,5914,5914.100641542906,0,0,1,0,0,1
0,1,131,70,784,789,1043824,1044938,213,213.42884183624867,1,0,0,0,0,1
0,1,153,101,318,342,530234,531260,335,335.8468405110918,0,0,0,0,0,1
0,1,133,186,15,18,782188,782239,94,94.51425112953902,0,0,0,0,0,1
0,1,152,40,39,196,1863382,1863430,13188,13188.597706897683,0,0,1,0,0,1
0,1,138,39,1282,1302,4333451,4331993,3399,3399.076969712284,1,0,0,0,0,1
0,1,121,36,546,587,425329,426166,362,362.49407899453763,0,0,0,0,0,2
0,1,124,116,1325,1339,30572,30208,508,508.9143434604296,0,0,0,0,1,1
0,1,137,45,1330,1336,1668276,1669051,163,163.38517519270397,0,0,0,0,1,1
0,1,142,45,808,813,598636,597182,300,300.551932035211,0,0,0,1,0,1
0,1,137,41,1328,1336,1958704,1958475,334,334.730821374317,1,0,0,0,0,1
0,1,142,176,1293,1310,534436,534102,470,470.4879329466551,0,0,0,0,0,1
1,0,137,65,32,41,273747,274948,321,321.35047843248327,0,1,0,0,0,1
0,1,128,66,1262,1271,1918539,1918700,613,613.7067428013011,1,0,0,0,0,1
0,1,155,37,753,822,141880,141186,2438,2438.892977396919,0,0,0,0,0,2
1,0,142,203,400,422,4116101,4117146,502,502.4085479351896,0,0,0,0,0,1
0,1,141,40,131,168,532751,533982,404,404.71346751692846,0,0,1,0,0,1
0,1,145,45,42,190,2229323,2230569,9723,9723.396671067792,0,0,1,0,0,1
0,1,140,41,45,214,4348398,4348654,6312,6312.7535172847765,0,0,1,0,0,1
0,1,145,182,1059,1071,114484,113475,383,383.1283606531419,0,0,0,0,0,2
1,0,136,99,720,928,4689771,4689516,1617,1617.6397798464761,0,0,0,0,0,2
0,1,143,66,56,66,662208,660485,475,475.5702980543901,0,0,0,0,0,2
1,0,137,65,1273,1281,5436906,5436638,229,229.06804960704434,1,0,0,0,0,1
1,0,120,74,1215,1227,1939865,1941445,311,311.37269373710956,0,0,0,0,0,1
1,0,145,66,802,829,1518789,1520126,259,259.2312383590852,0,0,0,0,0,2
0,1,128,175,694,706,697581,698485,523,523.5672350214987,0,0,0,0,0,1
0,1,133,303,253,275,255833,256515,585,585.5457796263978,0,0,0,0,0,2
0,1,114,71,1555,1565,3375186,3374771,347,347.8238731138002,1,0,0,0,0,1
1,0,128,79,113,130,33959,33910,452,452.91796597043265,0,0,0,0,0,1
1,0,99,64,1537,1553,42138,43378,241,241.44351087377137,1,0,0,0,0,1
0,1,143,35,40,908,909374,908990,16590,16590.646562199992,0,0,1,0,0,1
1,0,114,74,85,92,2082577,2081844,101,101.14567805372721,0,1,0,0,0,1
1,0,118,79,1069,1088,2749812,2750951,406,406.1494082173384,0,0,0,0,0,1
0,1,147,36,46,198,1511992,1512431,14602,14602.60960105268,0,0,1,0,0,1
0,1,108,185,26,38,282014,281005,1162,1162.9965462323764,0,0,0,0,0,2
1,0,128,69,179,195,803346,802831,735,735.0995176070614,0,1,0,0,0,1
0,1,152,40,1082,1095,825068,825576,305,305.962715635394,0,0,0,0,0,2
1,0,122,70,68,93,961828,960864,704,704.9239937265318,0,1,0,0,0,1
0,1,156,42,0,225,417767,418421,20972,20972.310969806,0,0,1,0,0,1
1,0,151,62,566,576,2992273,2992833,162,162.42654784238854,0,0,0,0,0,1
0,1,126,35,1361,1373,2355640,2356222,587,587.7573259500534,1,0,0,0,0,1
0,1,126,41,476,493,12325,14140,341,341.22071709364275,0,0,1,0,0,1
0,1,129,119,1201,1211,60810,62154,320,320.9496159592858,0,0,0,0,0,2
0,1,123,45,356,373,409049,409544,170,170.28406798088506,0,0,0,0,0,1
0,1,145,50,322,331,678559,680009,55,55.55926668388739,0,0,0,1,0,1
0,1,147,51,588,589,982334,982585,73,73.04712112789026,0,0,0,1,0,1
0,1,128,179,981,997,334024,334042,1085,1085.9275022459422,1,0,0,0,0,1
0,1,131,41,40,216,2829191,2829027,6654,6654.167620193064,0,0,1,0,0,1
1,0,124,67,85,99,162388,162389,477,477.4539995961468,0,1,0,0,0,1
0,1,135,45,103,170,774488,774988,2445,2445.4052379740556,0,0,1,0,0,1
1,0,139,69,1304,1308,3976604,3975235,255,255.1503309754153,0,0,0,0,0,2
0,1,118,200,51,81,186618,185698,1371,1371.712759925923,0,0,0,0,0,2
1,0,146,69,146,154,254636,255040,281,281.87609314764427,0,1,0,0,0,1
1,0,146,148,333,339,321333,321873,120,120.31630495269478,0,0,0,0,0,2
1,0,131,73,105,123,1445791,1446505,522,522.6097848016747,0,0,0,0,0,2
0,1,151,51,317,319,1014457,1012882,162,162.66397199663467,0,0,0,1,0,1
0,1,151,37,43,188,2661874,2662744,6446,6446.047265418354,0,0,1,0,0,1
0,1,145,35,44,216,1174393,1174800,13615,13615.905712004771,0,0,1,0,0,1
0,1,129,44,1337,1351,1437593,1436130,312,312.60738639288013,0,0,0,0,0,2
0,1,155,41,109,181,1868518,1867269,2004,2004.154504603599,0,0,1,0,0,1
1,0,131,72,93,125,1785667,1785607,520,520.5867835999046,0,1,0,0,0,1
0,1,141,44,43,221,897789,898355,15172,15172.548667991578,0,0,1,0,0,1
1,0,151,64,191,203,1290154,1291071,287,287.3853752861203,0,0,0,0,0,1
1,0,148,96,784,923,4662011,4662157,993,993.0050350829104,0,0,0,0,0,2
0,1,142,42,139,170,301240,300606,366,366.2534463035323,0,0,0,0,0,2
0,1,131,38,172,187,211238,212170,451,451.82523134286504,1,0,0,0,0,1
0,1,137,38,40,195,520128,519662,6128,6128.898793189226,0,0,1,0,0,1
1,0,151,74,54,72,2338756,2340649,234,234.6368554005882,0,0,0,0,0,2
0,1,143,45,374,388,2794596,2795370,284,284.72398011640354,0,0,0,0,0,1
0,1,140,38,129,189,2314927,2315218,2247,2247.4415104809505,0,0,1,0,0,1
0,1,150,101,86,111,373011,373277,389,389.67413394142955,0,0,0,0,0,1
1,0,107,79,0,24,881046,882173,2047,2047.2650898748143,0,0,0,0,0,2
0,1,135,45,210,233,1346783,1346746,437,437.90074892617724,0,1,0,0,0,1
0,1,140,38,1122,1141,350497,351894,532,532.9951019492714,0,0,0,0,0,1
1,0,129,67,58,84,2595059,2594926,743,743.6211677053191,0,1,0,0,0,1
0,1,138,35,836,883,2150943,2150026,5527,5527.00650151427,0,0,1,0,0,1
0,1,97,39,1298,1311,4061786,4061284,222,222.19479110067942,0,0,0,0,0,2
0,1,123,41,395,422,4680333,4679690,423,423.5091459313717,0,0,0,0,0,1
1,0,141,74,19,28,471597,471571,316,316.56590200491985,1,0,0,0,0,1
1,0,146,71,1036,1048,778980,777794,198,198.5911350781205,0,0,0,0,0,1
0,1,137,177,143,169,518441,518788,257,257.84381870942343,0,0,0,0,0,2
0,1,141,42,43,68,1327356,1328276,778,778.513544117128,0,0,1,0,0,1
0,1,133,38,1246,1256,964010,963807,415,415.35386345445505,0,0,0,0,0,1
1,0,131,81,1103,1124,4474197,4475513,460,460.7117657134992,0,0,0,0,0,1
0,1,139,42,1546,1562,20784,18904,299,299.6547420009087,1,0,0,0,0,1
0,1,137,75,1253,1269,1230135,1229634,522,522.5145069858473,0,0,0,0,0,2
1,0,145,77,974,982,659734,658507,94,94.20341324514123,0,0,0,0,0,2
0,1,136,37,829,834,1930366,1929913,112,112.49659675354317,0,0,0,0,0,2
0,1,119,36,1185,1207,96810,96186,298,298.78299074231444,0,0,0,0,0,2
0,1,149,176,1056,1064,700622,700766,629,629.5792506407715,0,0,0,0,0,2
1,0,148,104,211,239,1786294,1784798,1238,1238.4156777451324,0,0,0,0,0,1
0,1,142,41,891,923,12438048,12438443,972,972.3077025801392,0,0,0,0,0,1
0,1,225,40,1085,1099,184637,185111,408,408.69157977543944,0,0,1,0,0,1
1,0,168,101,1382,1401,2128484,2128208,215,215.7914907047446,0,0,0,0,0,2
0,1,155,36,243,274,275139,275484,529,529.2300399260093,0,0,0,0,0,2
1,0,145,57,1067,1076,1593216,1594708,110,110.83415957903902,0,0,0,0,0,1
1,0,135,148,746,761,615168,615417,633,633.4966904117945,0,0,0,0,0,2
0,1,127,38,196,198,2165743,2166695,138,138.4164924069568,0,0,1,0,0,1
0,1,134,52,1,225,39792,41014,13402,13402.547109833868,0,0,1,0,0,1
1,0,117,69,475,489,1351916,1351287,118,118.38863874024064,0,0,0,0,0,2
0,1,146,65,4,16,235488,236536,2228,2228.9881019901864,0,0,0,0,0,2
0,1,124,38,1273,1303,9831643,9831666,3040,3040.9938541423194,0,0,0,0,0,2
0,1,143,42,39,215,2027285,2026808,6639,6639.55990198402,0,0,1,0,0,1
0,1,140,42,269,279,12917478,12917313,495,495.2729988833746,1,0,0,0,0,1
0,1,155,305,1569,1588,195651,195789,424,424.6868220652757,0,0,0,0,0,2
0,1,137,37,39,218,2854435,2854697,6588,6588.951747313258,0,0,1,0,0,1
1,0,83,66,14,23,375132,375031,284,284.3346813511347,0,1,0,0,0,1
1,0,151,62,543,559,1541432,1541593,365,365.06104864360975,0,0,0,0,0,1
0,1,117,44,233,332,119359,120517,5953,5953.058606401581,0,0,1,0,0,1
0,1,202,197,131,138,31210,31753,140,140.91676237667866,0,0,0,0,0,2
0,1,129,37,911,918,339836,340874,310,310.54830723026146,0,0,0,0,0,1
0,1,148,37,132,137,503891,503613,83,83.18314679645171,0,0,0,0,0,2
0,1,121,183,1290,1311,498149,499148,2658,2658.935499519347,1,0,0,0,0,1
0,1,139,52,1038,1042,157037,156391,281,281.8948905333065,0,0,0,1,0,1
0,1,108,195,57,71,34753,33431,360,360.03918988679874,1,0,0,0,0,1
0,1,158,41,42,194,1903265,1902210,11658,11658.877319017192,0,0,1,0,0,1
0,1,142,44,19,28,878259,877631,326,326.7745703021505,0,0,0,0,0,1
1,0,158,97,1386,1401,1298272,1298322,278,278.9655765979674,0,0,0,0,0,2
0,1,126,43,43,178,410091,409708,4027,4027.305877023726,0,0,1,0,0,1
0,1,135,36,43,212,4640202,4640132,5863,5863.6956372899895,0,0,1,0,0,1
0,1,190,43,383,428,2602040,2601807,143,143.6520257696186,0,0,0,0,0,2
